t,q_hip,i_hip,q_knee,i_knee,q_ankle,i_ankle,q_shoulder,i_shoulder,ax,ay,az,fx,fy,fz,mx,my,mz,fx0,fy0,fz0,mx0,my0,mz0
6.38,0.278011,-1.662334,-0.199491,-1.833917,-0.493583,-0.319404,-0.333876,1.488767,-0.029033,0.201382,0.133979,-0.243878,1.691608,83.529424,-0.972124,-1.230208,0.022075,-0.174198,1.208292,59.663874,-0.120829,-0.01742,0.0
6.4,0.274678,-1.671178,-0.203153,-1.827474,-0.494206,-0.3036,-0.330888,1.499403,-0.035024,0.199305,0.133134,-0.294206,1.674159,83.522323,-0.969421,-1.237727,0.021395,-0.210147,1.195828,59.658802,-0.119583,-0.021015,0.0
6.42,0.271327,-1.679914,-0.206801,-1.820915,-0.494797,-0.287776,-0.327879,1.509943,-0.041012,0.19722,0.132286,-0.344504,1.65665,83.515205,-0.966709,-1.245242,0.020714,-0.246074,1.183321,59.653718,-0.118332,-0.024607,0.0
6.44,0.267958,-1.688542,-0.210436,-1.814239,-0.495357,-0.271933,-0.324848,1.520387,-0.046996,0.195129,0.131437,-0.394768,1.639081,83.508068,-0.963987,-1.252752,0.020032,-0.281977,1.170772,59.64862,-0.117077,-0.028198,0.0
6.46,0.264573,-1.697063,-0.214058,-1.807447,-0.495885,-0.256073,-0.321797,1.530734,-0.052975,0.19303,0.130585,-0.444993,1.621453,83.500914,-0.961256,-1.260255,0.019349,-0.317852,1.158181,59.64351,-0.115818,-0.031785,0.0
6.48,0.26117,-1.705475,-0.217666,-1.80054,-0.496381,-0.240197,-0.318725,1.540982,-0.058949,0.190925,0.129731,-0.495173,1.603767,83.493742,-0.958517,-1.267751,0.018667,-0.353695,1.145548,59.638387,-0.114555,-0.035369,0.0
6.5,0.257751,-1.713778,-0.22126,-1.793517,-0.496846,-0.224305,-0.315633,1.551132,-0.064917,0.188812,0.128875,-0.545303,1.586023,83.486553,-0.955768,-1.27524,0.017983,-0.389502,1.132873,59.633252,-0.113287,-0.03895,0.0
6.52,0.254315,-1.721971,-0.22484,-1.786379,-0.497278,-0.208399,-0.312521,1.561182,-0.070879,0.186693,0.128017,-0.59538,1.568221,83.479346,-0.953011,-1.28272,0.0173,-0.425271,1.120158,59.628105,-0.112016,-0.042527,0.0
6.54,0.250863,-1.730053,-0.228406,-1.779127,-0.497679,-0.19248,-0.309389,1.571133,-0.076833,0.184567,0.127157,-0.645396,1.550364,83.472123,-0.950245,-1.29019,0.016616,-0.460997,1.107403,59.622945,-0.11074,-0.0461,0.0
6.56,0.247395,-1.738026,-0.231957,-1.771761,-0.498048,-0.176548,-0.306237,1.580983,-0.08278,0.182435,0.126295,-0.695348,1.53245,83.464882,-0.94747,-1.297651,0.015932,-0.496677,1.094607,59.617773,-0.109461,-0.049668,0.0
6.58,0.243911,-1.745887,-0.235493,-1.764282,-0.498385,-0.160605,-0.303065,1.590732,-0.088718,0.180295,0.125431,-0.74523,1.514482,83.457624,-0.944687,-1.305101,0.015248,-0.532307,1.081773,59.612589,-0.108177,-0.053231,0.0
6.6,0.240411,-1.753636,-0.239014,-1.75669,-0.498691,-0.144652,-0.299874,1.600379,-0.094647,0.17815,0.124565,-0.795038,1.496459,83.450349,-0.941895,-1.312539,0.014563,-0.567884,1.068899,59.607392,-0.10689,-0.056788,0.0
6.62,0.236896,-1.761273,-0.242519,-1.748985,-0.498964,-0.128689,-0.296663,1.609924,-0.100567,0.175998,0.123697,-0.844767,1.478382,83.443058,-0.939095,-1.319966,0.013879,-0.603405,1.055987,59.602184,-0.105599,-0.06034,0.0
6.64,0.233366,-1.768797,-0.246009,-1.741169,-0.499205,-0.112718,-0.293434,1.619365,-0.106477,0.173839,0.122827,-0.894411,1.460252,83.43575,-0.936287,-1.327379,0.013194,-0.638865,1.043037,59.596964,-0.104304,-0.063886,0.0
6.66,0.229821,-1.776208,-0.249484,-1.733241,-0.499415,-0.09674,-0.290186,1.628703,-0.112377,0.171675,0.121955,-0.943965,1.442069,83.428426,-0.933471,-1.334778,0.01251,-0.674261,1.030049,59.591733,-0.103005,-0.067426,0.0
6.68,0.226262,-1.783505,-0.252942,-1.725202,-0.499592,-0.080756,-0.286919,1.637937,-0.118265,0.169504,0.121082,-0.993425,1.423834,83.421085,-0.930647,-1.342163,0.011825,-0.709589,1.017024,59.586489,-0.101702,-0.070959,0.0
6.7,0.222687,-1.790689,-0.256385,-1.717053,-0.499738,-0.064767,-0.283634,1.647066,-0.124141,0.167327,0.120206,-1.042786,1.405548,83.413727,-0.927815,-1.349532,0.011141,-0.744847,1.003963,59.581234,-0.100396,-0.074485,0.0
6.72,0.219099,-1.797757,-0.259811,-1.708794,-0.499851,-0.048773,-0.280331,1.656089,-0.130005,0.165144,0.119328,-1.092042,1.387212,83.406354,-0.924975,-1.356886,0.010457,-0.78003,0.990866,59.575967,-0.099087,-0.078003,0.0
6.74,0.215496,-1.804711,-0.26322,-1.700425,-0.499933,-0.032776,-0.27701,1.665007,-0.135856,0.162955,0.118448,-1.14119,1.368825,83.398965,-0.922128,-1.364223,0.009773,-0.815135,0.977732,59.570689,-0.097773,-0.081514,0.0
6.76,0.21188,-1.811549,-0.266612,-1.691948,-0.499982,-0.016778,-0.273671,1.673818,-0.141693,0.160761,0.117567,-1.190223,1.35039,83.39156,-0.919272,-1.371542,0.009089,-0.850159,0.964564,59.5654,-0.096456,-0.085016,0.0
6.78,0.20825,-1.818271,-0.269987,-1.683362,-0.5,-0.000778,-0.270315,1.682522,-0.147516,0.15856,0.116683,-1.239137,1.331905,83.384138,-0.91641,-1.378843,0.008406,-0.885098,0.951361,59.560099,-0.095136,-0.08851,0.0
6.8,0.204607,-1.824877,-0.273346,-1.674669,-0.499986,0.015222,-0.266941,1.691118,-0.153325,0.156354,0.115798,-1.287927,1.313373,83.376702,-0.91354,-1.386125,0.007723,-0.919948,0.938123,59.554787,-0.093812,-0.091995,0.0
6.82,0.200951,-1.831366,-0.276686,-1.665868,-0.499939,0.031221,-0.26355,1.699606,-0.159118,0.154142,0.114911,-1.336589,1.294793,83.369249,-0.910662,-1.393387,0.007041,-0.954706,0.924852,59.549464,-0.092485,-0.095471,0.0
6.84,0.197282,-1.837737,-0.280009,-1.656961,-0.499861,0.047218,-0.260143,1.707985,-0.164895,0.151925,0.114022,-1.385116,1.276167,83.361782,-0.907778,-1.400629,0.006359,-0.989369,0.911548,59.54413,-0.091155,-0.098937,0.0
6.86,0.1936,-1.843992,-0.283314,-1.647948,-0.49975,0.063212,-0.256719,1.716255,-0.170655,0.149702,0.113131,-1.433506,1.257495,83.354298,-0.904886,-1.407849,0.005677,-1.023933,0.898211,59.538785,-0.089821,-0.102393,0.0
6.88,0.189906,-1.850128,-0.286601,-1.638829,-0.499608,0.079201,-0.253278,1.724415,-0.176399,0.147474,0.112238,-1.481751,1.238777,83.3468,-0.901987,-1.415048,0.004996,-1.058394,0.884841,59.533429,-0.088484,-0.105839,0.0
6.9,0.1862,-1.856145,-0.289869,-1.629606,-0.499433,0.095186,-0.249821,1.732464,-0.182125,0.14524,0.111344,-1.529849,1.220015,83.339287,-0.899082,-1.422224,0.004316,-1.092749,0.87144,59.528062,-0.087144,-0.109275,0.0
6.92,0.182481,-1.862044,-0.293119,-1.620278,-0.499227,0.111165,-0.246348,1.740403,-0.187833,0.143001,0.110447,-1.577794,1.20121,83.331758,-0.89617,-1.429377,0.003636,-1.126996,0.858007,59.522685,-0.085801,-0.1127,0.0
6.94,0.178751,-1.867824,-0.29635,-1.610846,-0.498989,0.127136,-0.242859,1.74823,-0.193522,0.140757,0.109549,-1.625581,1.18236,83.324215,-0.893251,-1.436505,0.002957,-1.161129,0.844543,59.517297,-0.084454,-0.116113,0.0
6.96,0.17501,-1.873484,-0.299562,-1.601312,-0.498719,0.1431,-0.239355,1.755946,-0.199191,0.138508,0.10865,-1.673205,1.163469,83.316657,-0.890325,-1.443609,0.002279,-1.195147,0.831049,59.511898,-0.083105,-0.119515,0.0
6.98,0.171258,-1.879025,-0.302755,-1.591674,-0.498416,0.159054,-0.235836,1.763549,-0.204841,0.136254,0.107748,-1.720662,1.144535,83.309085,-0.887393,-1.450687,0.001602,-1.229045,0.817525,59.506489,-0.081753,-0.122904,0.0
7.0,0.167494,-1.884445,-0.305929,-1.581935,-0.498082,0.174998,-0.232301,1.771039,-0.21047,0.133995,0.106845,-1.767947,1.12556,83.301498,-0.884455,-1.457739,0.000926,-1.26282,0.803972,59.50107,-0.080397,-0.126282,0.0
7.02,0.16372,-1.889744,-0.309083,-1.572095,-0.497716,0.190931,-0.228752,1.778416,-0.216078,0.131732,0.10594,-1.815056,1.106545,83.293896,-0.88151,-1.464764,0.00025,-1.296468,0.790389,59.49564,-0.079039,-0.129647,0.0
7.04,0.159935,-1.894923,-0.312217,-1.562154,-0.497319,0.206851,-0.225188,1.785679,-0.221665,0.129463,0.105033,-1.861982,1.08749,83.286281,-0.878559,-1.471761,-0.000424,-1.329987,0.776778,59.490201,-0.077678,-0.132999,0.0
7.06,0.15614,-1.89998,-0.315332,-1.552113,-0.496889,0.222759,-0.221609,1.792828,-0.227229,0.12719,0.104125,-1.908723,1.068395,83.278651,-0.875603,-1.47873,-0.001098,-1.363374,0.76314,59.484751,-0.076314,-0.136337,0.0
7.08,0.152335,-1.904916,-0.318426,-1.541973,-0.496428,0.238652,-0.218016,1.799862,-0.232771,0.124912,0.103215,-1.955273,1.049263,83.271007,-0.87264,-1.48567,-0.00177,-1.396623,0.749473,59.479291,-0.074947,-0.139662,0.0
7.1,0.148521,-1.909729,-0.321499,-1.531734,-0.495934,0.25453,-0.21441,1.806781,-0.238289,0.12263,0.102304,-2.001627,1.030092,83.26335,-0.869671,-1.49258,-0.002441,-1.429733,0.73578,59.473821,-0.073578,-0.142973,0.0
7.12,0.144697,-1.914421,-0.324553,-1.521398,-0.495409,0.270391,-0.210789,1.813584,-0.243783,0.120343,0.10139,-2.047781,1.010884,83.255678,-0.866697,-1.499459,-0.003111,-1.462701,0.72206,59.468342,-0.072206,-0.14627,0.0
7.14,0.140863,-1.91899,-0.327585,-1.510963,-0.494853,0.286236,-0.207155,1.820271,-0.249254,0.118052,0.100475,-2.09373,0.99164,83.247993,-0.863717,-1.506308,-0.00378,-1.495521,0.708314,59.462852,-0.070831,-0.149552,0.0
7.16,0.137021,-1.923436,-0.330596,-1.500432,-0.494265,0.302062,-0.203508,1.826842,-0.254699,0.115757,0.099559,-2.13947,0.972361,83.240295,-0.860731,-1.513124,-0.004447,-1.528193,0.694543,59.457354,-0.069454,-0.152819,0.0
7.18,0.133169,-1.927759,-0.333587,-1.489805,-0.493645,0.317868,-0.199848,1.833295,-0.260119,0.113458,0.098641,-2.184996,0.953046,83.232583,-0.857741,-1.519908,-0.005114,-1.560711,0.680747,59.451845,-0.068075,-0.156071,0.0
7.2,0.12931,-1.931959,-0.336555,-1.479083,-0.492993,0.333655,-0.196175,1.839632,-0.265512,0.111154,0.097721,-2.230303,0.933697,83.224858,-0.854744,-1.526658,-0.005778,-1.593074,0.666926,59.446327,-0.066693,-0.159307,0.0
7.22,0.125442,-1.936035,-0.339503,-1.468266,-0.49231,0.34942,-0.19249,1.84585,-0.270879,0.108847,0.0968,-2.275387,0.914314,83.21712,-0.851743,-1.533375,-0.006442,-1.625277,0.653081,59.4408,-0.065308,-0.162528,0.0
7.24,0.121566,-1.939987,-0.342428,-1.457355,-0.491595,0.365162,-0.188792,1.851951,-0.27622,0.106536,0.095877,-2.320244,0.894898,83.209369,-0.848736,-1.540057,-0.007104,-1.657317,0.639213,59.435263,-0.063921,-0.165732,0.0
7.26,0.117682,-1.943815,-0.345332,-1.446351,-0.490849,0.380881,-0.185082,1.857933,-0.281532,0.10422,0.094953,-2.364869,0.875451,83.201604,-0.845725,-1.546703,-0.007764,-1.689192,0.625322,59.429717,-0.062532,-0.168919,0.0
7.28,0.11379,-1.947518,-0.348214,-1.435254,-0.490072,0.396576,-0.18136,1.863796,-0.286816,0.101901,0.094027,-2.409257,0.855971,83.193828,-0.842708,-1.553314,-0.008423,-1.720898,0.611408,59.424163,-0.061141,-0.17209,0.0
7.3,0.109892,-1.951097,-0.351073,-1.424065,-0.489263,0.412246,-0.177627,1.86954,-0.292072,0.099579,0.0931,-2.453405,0.836461,83.186038,-0.839687,-1.559888,-0.00908,-1.752432,0.597472,59.418599,-0.059747,-0.175243,0.0
7.32,0.105986,-1.954551,-0.35391,-1.412786,-0.488423,0.427889,-0.173882,1.875164,-0.297298,0.097252,0.092171,-2.497307,0.816921,83.178236,-0.836661,-1.566424,-0.009735,-1.783791,0.583515,59.413026,-0.058351,-0.178379,0.0
7.34,0.102074,-1.95788,-0.356724,-1.401415,-0.487552,0.443504,-0.170126,1.880668,-0.302495,0.094923,0.091241,-2.540959,0.797351,83.170422,-0.833631,-1.572923,-0.010389,-1.814971,0.569537,59.407444,-0.056954,-0.181497,0.0
7.36,0.098155,-1.961084,-0.359516,-1.389956,-0.486649,0.459092,-0.166359,1.886052,-0.307662,0.09259,0.090309,-2.584357,0.777753,83.162595,-0.830596,-1.579383,-0.011041,-1.84597,0.555538,59.401853,-0.055554,-0.184597,0.0
7.38,0.094229,-1.964162,-0.362284,-1.378407,-0.485715,0.47465,-0.162582,1.891315,-0.312797,0.090253,0.089376,-2.627497,0.758127,83.154756,-0.827557,-1.585803,-0.011691,-1.876784,0.541519,59.396254,-0.054152,-0.187678,0.0
7.4,0.090298,-1.967115,-0.365029,-1.36677,-0.48475,0.490177,-0.158794,1.896457,-0.317902,0.087913,0.088441,-2.670374,0.738473,83.146905,-0.824514,-1.592184,-0.012339,-1.90741,0.527481,59.390647,-0.052748,-0.190741,0.0
7.42,0.086361,-1.969941,-0.367751,-1.355045,-0.483754,0.505673,-0.154996,1.901478,-0.322974,0.085571,0.087505,-2.712984,0.718793,83.139042,-0.821466,-1.598524,-0.012986,-1.937846,0.513423,59.38503,-0.051342,-0.193785,0.0
7.44,0.082418,-1.972642,-0.370449,-1.343234,-0.482728,0.521137,-0.151188,1.906377,-0.328015,0.083225,0.086568,-2.755323,0.699087,83.131168,-0.818415,-1.604823,-0.01363,-1.968088,0.499348,59.379406,-0.049935,-0.196809,0.0
7.46,0.078471,-1.975216,-0.373124,-1.331337,-0.48167,0.536567,-0.147371,1.911154,-0.333022,0.080876,0.085629,-2.797386,0.679355,83.123282,-0.815359,-1.61108,-0.014273,-1.998133,0.485254,59.373773,-0.048525,-0.199813,0.0
7.48,0.074518,-1.977664,-0.375775,-1.319354,-0.480581,0.551964,-0.143544,1.915809,-0.337996,0.078524,0.084689,-2.83917,0.6596,83.115384,-0.8123,-1.617294,-0.014913,-2.027978,0.471143,59.368132,-0.047114,-0.202798,0.0
7.5,0.07056,-1.979985,-0.378401,-1.307287,-0.479462,0.567324,-0.139708,1.920341,-0.342937,0.076169,0.083747,-2.880669,0.63982,83.107475,-0.809237,-1.623465,-0.015551,-2.057621,0.457014,59.362482,-0.045701,-0.205762,0.0
7.52,0.066598,-1.98218,-0.381004,-1.295137,-0.478312,0.582649,-0.135863,1.92475,-0.347843,0.073812,0.082804,-2.921881,0.620018,83.099555,-0.80617,-1.629593,-0.016187,-2.087058,0.44287,59.356825,-0.044287,-0.208706,0.0
7.54,0.062631,-1.984247,-0.383582,-1.282903,-0.477132,0.597936,-0.132009,1.929036,-0.352714,0.071452,0.08186,-2.9628,0.600193,83.091623,-0.8031,-1.635676,-0.016821,-2.116286,0.428709,59.35116,-0.042871,-0.211629,0.0
7.56,0.058661,-1.986188,-0.386135,-1.270588,-0.47592,0.613185,-0.128147,1.933198,-0.35755,0.069089,0.080914,-3.003423,0.580346,83.083681,-0.800027,-1.641714,-0.017453,-2.145302,0.414533,59.345486,-0.041453,-0.21453,0.0
7.58,0.054687,-1.988001,-0.388664,-1.258191,-0.474679,0.628395,-0.124276,1.937237,-0.362351,0.066724,0.079968,-3.043745,0.560479,83.075728,-0.79695,-1.647706,-0.018082,-2.174104,0.400342,59.339806,-0.040034,-0.21741,0.0
7.6,0.050709,-1.989688,-0.391168,-1.245713,-0.473407,0.643564,-0.120398,1.941152,-0.367115,0.064356,0.079019,-3.083764,0.540591,83.067764,-0.79387,-1.653652,-0.01871,-2.202688,0.386137,59.334117,-0.038614,-0.220269,0.0
7.62,0.046728,-1.991247,-0.393647,-1.233156,-0.472105,0.658692,-0.116512,1.944942,-0.371842,0.061986,0.07807,-3.123474,0.520684,83.059789,-0.790788,-1.659552,-0.019334,-2.231053,0.371917,59.328421,-0.037192,-0.223105,0.0
7.64,0.042744,-1.992678,-0.396101,-1.22052,-0.470772,0.673778,-0.112618,1.948608,-0.376532,0.059614,0.07712,-3.162871,0.500759,83.051804,-0.787702,-1.665403,-0.019957,-2.259194,0.357685,59.322717,-0.035768,-0.225919,0.0
7.66,0.038757,-1.993982,-0.398529,-1.207806,-0.46941,0.688821,-0.108717,1.95215,-0.381185,0.05724,0.076168,-3.201953,0.480815,83.043808,-0.784613,-1.671207,-0.020577,-2.287109,0.343439,59.317006,-0.034344,-0.228711,0.0
7.68,0.034768,-1.995159,-0.400932,-1.195015,-0.468017,0.70382,-0.10481,1.955566,-0.385799,0.054864,0.075215,-3.240714,0.460854,83.035803,-0.781522,-1.676962,-0.021194,-2.314795,0.329181,59.311288,-0.032918,-0.23148,0.0
7.7,0.030777,-1.996208,-0.403309,-1.182147,-0.466594,0.718774,-0.100895,1.958858,-0.390375,0.052485,0.07426,-3.279151,0.440876,83.027787,-0.778428,-1.682668,-0.021809,-2.34225,0.314912,59.305562,-0.031491,-0.234225,0.0
7.72,0.026784,-1.997129,-0.40566,-1.169203,-0.465142,0.733682,-0.096974,1.962023,-0.394912,0.050105,0.073305,-3.31726,0.420883,83.019761,-0.775332,-1.688324,-0.022421,-2.369471,0.300631,59.299829,-0.030063,-0.236947,0.0
7.74,0.022788,-1.997922,-0.407986,-1.156185,-0.46366,0.748543,-0.093047,1.965064,-0.399409,0.047723,0.072348,-3.355037,0.400874,83.011725,-0.772233,-1.69393,-0.023031,-2.396455,0.286339,59.29409,-0.028634,-0.239646,0.0
7.76,0.018792,-1.998587,-0.410285,-1.143092,-0.462148,0.763356,-0.089114,1.967978,-0.403867,0.045339,0.07139,-3.392479,0.380851,83.00368,-0.769132,-1.699485,-0.023638,-2.423199,0.272036,59.288343,-0.027204,-0.24232,0.0
7.78,0.014794,-1.999124,-0.412558,-1.129927,-0.460606,0.77812,-0.085175,1.970767,-0.408284,0.042954,0.070432,-3.429582,0.360814,82.995625,-0.766029,-1.704988,-0.024242,-2.449701,0.257724,59.282589,-0.025772,-0.24497,0.0
7.8,0.010795,-1.999534,-0.414805,-1.116689,-0.459035,0.792834,-0.081231,1.97343,-0.41266,0.040567,0.069471,-3.466341,0.340764,82.98756,-0.762923,-1.71044,-0.024843,-2.475958,0.243403,59.276829,-0.02434,-0.247596,0.0
7.82,0.006796,-1.999815,-0.417025,-1.10338,-0.457435,0.807498,-0.077282,1.975966,-0.416995,0.038179,0.06851,-3.502755,0.320702,82.979487,-0.759816,-1.715838,-0.025442,-2.501968,0.229073,59.271062,-0.022907,-0.250197,0.0
7.84,0.002796,-1.999969,-0.419218,-1.09,-0.455805,0.82211,-0.073327,1.978376,-0.421288,0.035789,0.067548,-3.538817,0.300629,82.971404,-0.756707,-1.721184,-0.026038,-2.527727,0.214735,59.265288,-0.021473,-0.252773,0.0
7.86,-0.001204,-1.999994,-0.421385,-1.07655,-0.454146,0.836669,-0.069368,1.980659,-0.425539,0.033398,0.066585,-3.574526,0.280544,82.963312,-0.753597,-1.726476,-0.026631,-2.553233,0.200389,59.259508,-0.020039,-0.255323,0.0
7.88,-0.005204,-1.999892,-0.423524,-1.063031,-0.452459,0.851175,-0.065405,1.982815,-0.429747,0.031006,0.06562,-3.609878,0.26045,82.95521,-0.750484,-1.731713,-0.027221,-2.578484,0.186036,59.253722,-0.018604,-0.257848,0.0
7.9,-0.009203,-1.999661,-0.425637,-1.049445,-0.450742,0.865626,-0.061437,1.984845,-0.433913,0.028613,0.064655,-3.644868,0.240346,82.947101,-0.74737,-1.736896,-0.027808,-2.603477,0.171676,59.247929,-0.017168,-0.260348,0.0
7.92,-0.013202,-1.999303,-0.427722,-1.035791,-0.448996,0.880022,-0.057465,1.986747,-0.438035,0.026218,0.063688,-3.679494,0.220233,82.938982,-0.744255,-1.742023,-0.028392,-2.62821,0.15731,59.24213,-0.015731,-0.262821,0.0
7.94,-0.0172,-1.998816,-0.42978,-1.022071,-0.447222,0.894362,-0.05349,1.988522,-0.442113,0.023823,0.062721,-3.713752,0.200113,82.930855,-0.741139,-1.747095,-0.028973,-2.65268,0.142938,59.236325,-0.014294,-0.265268,0.0
7.96,-0.021197,-1.998202,-0.43181,-1.008285,-0.445419,0.908644,-0.049511,1.99017,-0.446147,0.021427,0.061752,-3.747639,0.179985,82.922719,-0.738021,-1.75211,-0.029551,-2.676885,0.128561,59.230514,-0.012856,-0.267688,0.0
7.98,-0.025193,-1.99746,-0.433813,-0.994435,-0.443587,0.922868,-0.045529,1.991691,-0.450137,0.01903,0.060783,-3.781151,0.159851,82.914576,-0.734902,-1.757068,-0.030126,-2.700822,0.114179,59.224697,-0.011418,-0.270082,0.0
8.0,-0.029187,-1.99659,-0.435788,-0.980522,-0.441727,0.937033,-0.041545,1.993084,-0.454081,0.016632,0.059812,-3.814285,0.139711,82.906424,-0.731783,-1.761969,-0.030698,-2.724489,0.099794,59.218874,-0.009979,-0.272449,0.0
8.02,-0.033179,-1.995592,-0.437735,-0.966545,-0.439839,0.951138,-0.037557,1.99435,-0.457981,0.014234,0.058841,-3.847037,0.119566,82.898264,-0.728662,-1.766812,-0.031267,-2.747884,0.085404,59.213045,-0.00854,-0.274788,0.0
8.04,-0.037169,-1.994466,-0.439654,-0.952507,-0.437923,0.965183,-0.033567,1.995488,-0.461834,0.011835,0.057869,-3.879405,0.099417,82.890096,-0.725541,-1.771597,-0.031832,-2.771003,0.071012,59.207211,-0.007101,-0.2771,0.0
8.06,-0.041157,-1.993213,-0.441545,-0.938408,-0.435978,0.979165,-0.029575,1.996498,-0.465641,0.009436,0.056895,-3.911384,0.079264,82.88192,-0.722419,-1.776323,-0.032394,-2.793846,0.056617,59.201371,-0.005662,-0.279385,0.0
8.08,-0.045142,-1.991832,-0.443408,-0.924248,-0.434006,0.993085,-0.025581,1.997381,-0.469402,0.007037,0.055921,-3.942973,0.059108,82.873736,-0.719297,-1.780989,-0.032953,-2.816409,0.04222,59.195526,-0.004222,-0.281641,0.0
8.1,-0.049124,-1.990324,-0.445242,-0.91003,-0.432006,1.006941,-0.021586,1.998135,-0.473115,0.004637,0.054946,-3.974167,0.03895,82.865546,-0.716174,-1.785596,-0.033508,-2.838691,0.027822,59.189675,-0.002782,-0.283869,0.0
8.12,-0.053103,-1.988688,-0.447048,-0.895753,-0.429978,1.020733,-0.017589,1.998762,-0.476781,0.002237,0.05397,-4.004964,0.018791,82.857347,-0.713051,-1.790142,-0.03406,-2.860689,0.013422,59.18382,-0.001342,-0.286069,0.0
8.14,-0.057079,-1.986925,-0.448825,-0.881419,-0.427923,1.03446,-0.013591,1.999261,-0.4804,-0.000163,0.052993,-4.035361,-0.001369,82.849142,-0.709928,-1.794628,-0.034608,-2.8824,-0.000978,59.177958,9.8e-05,-0.28824,0.0
8.16,-0.061051,-1.985035,-0.450573,-0.867029,-0.425841,1.04812,-0.009592,1.999632,-0.483971,-0.002563,0.052015,-4.065353,-0.021529,82.840929,-0.706805,-1.799053,-0.035153,-2.903824,-0.015378,59.172092,0.001538,-0.290382,0.0
8.18,-0.065019,-1.983018,-0.452293,-0.852583,-0.423731,1.061713,-0.005593,1.999875,-0.487493,-0.004963,0.051037,-4.09494,-0.041688,82.832709,-0.703682,-1.803415,-0.035695,-2.924957,-0.029777,59.166221,0.002978,-0.292496,0.0
8.2,-0.068983,-1.980874,-0.453984,-0.838082,-0.421594,1.075238,-0.001593,1.99999,-0.490966,-0.007363,0.050057,-4.124117,-0.061845,82.824483,-0.700559,-1.807716,-0.036233,-2.945798,-0.044175,59.160345,0.004418,-0.29458,0.0
8.22,-0.072942,-1.978603,-0.455645,-0.823528,-0.41943,1.088695,0.002407,1.999977,-0.494391,-0.009762,0.049077,-4.152881,-0.082001,82.81625,-0.697436,-1.811954,-0.036768,-2.966344,-0.058572,59.154464,0.005857,-0.296634,0.0
8.24,-0.076897,-1.976206,-0.457278,-0.808921,-0.417239,1.102082,0.006407,1.999836,-0.497766,-0.012161,0.048096,-4.18123,-0.102153,82.80801,-0.694314,-1.816129,-0.037298,-2.986593,-0.072966,59.148579,0.007297,-0.298659,0.0
8.26,-0.080847,-1.973682,-0.458881,-0.794263,-0.415022,1.115398,0.010407,1.999567,-0.501091,-0.01456,0.047115,-4.209161,-0.122302,82.799764,-0.691192,-1.820241,-0.037826,-3.006544,-0.087358,59.142688,0.008736,-0.300654,0.0
8.28,-0.084792,-1.971032,-0.460455,-0.779553,-0.412778,1.128643,0.014405,1.99917,-0.504366,-0.016958,0.046132,-4.236671,-0.142446,82.791511,-0.688071,-1.824289,-0.038349,-3.026194,-0.101747,59.136794,0.010175,-0.302619,0.0
8.3,-0.088731,-1.968255,-0.461999,-0.764794,-0.410507,1.141815,0.018403,1.998645,-0.50759,-0.019355,0.045149,-4.263758,-0.162585,82.783252,-0.684951,-1.828273,-0.038869,-3.045541,-0.116132,59.130894,0.011613,-0.304554,0.0
8.32,-0.092665,-1.965353,-0.463514,-0.749986,-0.40821,1.154915,0.0224,1.997992,-0.510764,-0.021752,0.044165,-4.290418,-0.182719,82.774987,-0.681831,-1.832192,-0.039385,-3.064584,-0.130513,59.124991,0.013051,-0.306458,0.0
8.34,-0.096593,-1.962325,-0.464999,-0.735129,-0.405888,1.167941,0.026395,1.997211,-0.513887,-0.024148,0.043181,-4.316649,-0.202845,82.766716,-0.678712,-1.836046,-0.039898,-3.083321,-0.144889,59.119083,0.014489,-0.308332,0.0
8.36,-0.100514,-1.959171,-0.466454,-0.720226,-0.403539,1.180891,0.030389,1.996303,-0.516958,-0.026543,0.042195,-4.342448,-0.222965,82.75844,-0.675595,-1.839834,-0.040406,-3.101749,-0.159261,59.113171,0.015926,-0.310175,0.0
8.38,-0.104429,-1.955892,-0.46788,-0.705277,-0.401164,1.193767,0.03438,1.995266,-0.519978,-0.028938,0.041209,-4.367814,-0.243076,82.750158,-0.672478,-1.843557,-0.040911,-3.119867,-0.173626,59.107255,0.017363,-0.311987,0.0
8.4,-0.108338,-1.952488,-0.469275,-0.690282,-0.398764,1.206566,0.03837,1.994102,-0.522945,-0.031331,0.040223,-4.392742,-0.263179,82.74187,-0.669363,-1.847213,-0.041412,-3.137673,-0.187985,59.101335,0.018798,-0.313767,0.0
8.42,-0.112239,-1.948958,-0.470641,-0.675243,-0.396338,1.219287,0.042357,1.992811,-0.525861,-0.033723,0.039235,-4.417231,-0.283272,82.733576,-0.666249,-1.850803,-0.041909,-3.155165,-0.202337,59.095412,0.020234,-0.315516,0.0
8.44,-0.116133,-1.945304,-0.471976,-0.660161,-0.393887,1.231931,0.046341,1.991392,-0.528724,-0.036114,0.038247,-4.441278,-0.303355,82.725278,-0.663137,-1.854326,-0.042402,-3.172342,-0.216682,59.089484,0.021668,-0.317234,0.0
8.46,-0.12002,-1.941526,-0.473282,-0.645037,-0.39141,1.244496,0.050322,1.989845,-0.531534,-0.038503,0.037259,-4.464882,-0.323427,82.716974,-0.660027,-1.857782,-0.042891,-3.189201,-0.231019,59.083553,0.023102,-0.31892,0.0
